"id","__typename","createdAt","MusicalName","MusicalSummary","MusicalTopics","MusicAuthor","MusicDuration","PosterLink","ProductionType","ReleaseYear","SearchType","SpotifyLink","TrackList","updatedAt","WikiLink"
"9be163c1-e5cb-4547-a6bd-1dde954669ea","BroadwayMusicals","2024-05-26T04:06:07.884Z","Soul Men","""Soul band The Real Deal, which consisted of lead singer Marcus Hooks and backup singers Floyd Henderson and Louis Hinds, were popular back in their time. Marcus would eventually have a successful solo career. Floyd and Louis would also breakup after having a fallout and would have not spoken to each other in 30 years. They would travel across the country together for the reunion concert.""","{""Pop"":{""N"":""6.8181818181818175""},""Travel"":{""N"":""11.363636363636363""},""School"":{""N"":""4.545454545454546""},""Book"":{""N"":""6.8181818181818175""},""Discovery"":{""N"":""4.545454545454546""},""Family"":{""N"":""11.363636363636363""},""Time"":{""N"":""11.363636363636363""},""Dating"":{""N"":""20.454545454545457""},""Home"":{""N"":""11.363636363636363""},""Power"":{""N"":""11.363636363636363""}}","Stanley Clarke","00:51","https://upload.wikimedia.org/wikipedia/en/4/4c/Soul_men_poster.jpg","Film","2008","Film","https://open.spotify.com/album/1AkGGzIrZ73JLXmNmw0CR2","[{""S"":""Soul Music""},{""S"":""I'm Your Puppet""},{""S"":""Private Number""},{""S"":""Water""},{""S"":""Never Can Say Goodbye - Soul Men Redux""},{""S"":""Boogie Ain't Nuttin' (But Gettin' Down)""},{""S"":""Just Dropped In (To See What Condition My Condition Was In)""},{""S"":""Memphis Train""},{""S"":""Comfort Me""},{""S"":""You Don't Know What You Mean (To a Lover Like Me)""},{""S"":""I've Never Found A Girl (To Love Me Like You Do)""},{""S"":""Do Your Thing""}]","2024-05-26T04:06:07.884Z","https://en.wikipedia.org/wiki/Soul_Men"
"56f59ab5-ce0f-4a18-a7c0-01f658a685ee","BroadwayMusicals","2024-05-19T21:18:30.006Z","The Boy from Oz","""Australian performer Peter Allen recalls his life story, coming to terms with who he was. Peter's career takes off, and he wins an Oscar for """"Best That You Can Do"""" Peter reflects on his life, realizing he has no regrets. Peter ultimately succumbs to his disease, but not before going out in style with a farewell performance.""","{""Adventure"":{""N"":""15.04424778761062""},""Love"":{""N"":""7.964601769911504""},""Music"":{""N"":""4.424778761061947""},""Legacy"":{""N"":""9.734513274336283""},""Courage"":{""N"":""22.123893805309734""},""Celebration"":{""N"":""7.079646017699115""},""Family"":{""N"":""4.424778761061947""},""Home"":{""N"":""4.424778761061947""},""Tragedy"":{""N"":""18.58407079646018""},""Hope"":{""N"":""6.1946902654867255""}}","Peter Allen","01:08","https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/The_Boy_from_Oz_Original_Broadway_Poster.jpg/220px-The_Boy_from_Oz_Original_Broadway_Poster.jpg","Broadway","2003","Broadway","https://open.spotify.com/album/1ZvlaGPZVUTVE4cfhZJ1Dk","[{""S"":""The Lives Of Me - The Boy From Oz/Original Cast Recording/2003""},{""S"":""When I Get My Name In Lights - The Boy From Oz/Original Cast Recording/2003""},{""S"":""When I Get My Name In Lights-Reprise - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Love Crazy - The Boy From Oz/Original Cast Recording/2003""},{""S"":""All I Wanted Was The Dream - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Only An Older Woman - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Best That You Can Do - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Don't Wish Too Hard - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Come Save Me - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Continental American - The Boy From Oz/Original Cast Recording/2003""},{""S"":""She Loves To Hear The Music - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Quiet Please, There's A Lady On Stage - The Boy From Oz/Original Cast Recording/2003""},{""S"":""I'd Rather Leave While I'm In Love - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Not The Boy Next Door - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Bi-Coastal - The Boy From Oz/Original Cast Recording/2003""},{""S"":""If You Were Wondering - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Everything Old Is New Again - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Everything Old Is New Again-Reprise - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Love Don't Need A Reason - The Boy From Oz/Original Cast Recording/2003""},{""S"":""I Honestly Love You - The Boy From Oz/Original Cast Recording/2003""},{""S"":""You And Me - The Boy From Oz/Original Cast Recording/2003""},{""S"":""I Still Call Australia Home - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Don't Cry Out Loud - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Once Before I Go - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Finale: I Go To Rio - The Boy From Oz/Original Cast Recording/2003""},{""S"":""Tenterfield Saddler - Bonus Track/The Boy From Oz/Original Cast Recording/2003""}]","2024-05-19T21:18:30.006Z","https://en.wikipedia.org/wiki/The_Boy_from_Oz"
"32a81e39-4d95-4e2e-9429-7b4022ad6e7b","BroadwayMusicals","2024-05-26T05:00:53.633Z","Only Murders in the Building Season 3","""In this season, our trio of amateur sleuths—Charles (Steve Martin), Oliver (Martin Short), and Mabel (Selena Gomez)—returns to the quirky Arconia apartment building. They’re on the hunt for clues, solving mysteries, and navigating the complex world of murder investigations. New suspects, unexpected twists, and plenty of humor await as they delve into another intriguing case. Along the way, they encounter stage actress Loretta (played by Meryl Streep) and TikTok enthusiast Kimber (played by Ashley Park). If you enjoyed the first two seasons, you’re in for a treat!""","{""Travel"":{""N"":""7.6923076923076925""},""Love"":{""N"":""17.094017094017094""},""Crime"":{""N"":""10.683760683760683""},""Diversity"":{""N"":""8.974358974358974""},""Discovery"":{""N"":""11.11111111111111""},""Change"":{""N"":""8.974358974358974""},""Spring"":{""N"":""8.11965811965812""},""History"":{""N"":""7.6923076923076925""},""Dating"":{""N"":""11.965811965811966""},""Home"":{""N"":""7.6923076923076925""}}","null","00:59","https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Only_Murders_logo.jpeg/330px-Only_Murders_logo.jpeg","TV Show","2023","Miscellaneous","https://open.spotify.com/album/6zUX2wRpuzSwYXoTNzVSlE","[{""S"":""Look for the Light""},{""S"":""Which of the Pickwick Triplets Did It?""},{""S"":""Creatures of the Night""},{""S"":""For the Sake of a Child (Oliver Version)""},{""S"":""For the Sake of a Child (Ben Version)""},{""S"":""Love's Old Sweet Song""},{""S"":""Meet Me Tonight in Dreamland""},{""S"":""Loretta""},{""S"":""Falling""},{""S"":""B Glenroy""},{""S"":""You Gotta Be F'n Kidding Me""},{""S"":""Church Entry""},{""S"":""Hashtag Bloody Mabel""},{""S"":""Mabel and Ben""},{""S"":""Heart Attack""},{""S"":""After KT Yelled at Him""},{""S"":""White Room""},{""S"":""The Very Beginning""},{""S"":""Memories Fade""},{""S"":""Punched""},{""S"":""In Love with Loretta""},{""S"":""Baby Elephant Story""},{""S"":""Ah, Love""},{""S"":""Banish Your Ghosts""},{""S"":""White Room, Again""},{""S"":""Cake""},{""S"":""Tender Ender""},{""S"":""Meaning of F Pig""},{""S"":""Father of the Bride""},{""S"":""Oh, Irene""},{""S"":""Arrested""},{""S"":""Opening Night""},{""S"":""It Was an Accident Mom""},{""S"":""Gives Birth""},{""S"":""Another Murder in the Building""},{""S"":""Something to Confess""}]","2024-05-26T05:00:53.633Z","https://en.wikipedia.org/wiki/The_Prince_of_Egypt_(musical)"
"c0da31fb-8efd-412b-8498-3004ea5a2678","BroadwayMusicals","2024-05-21T17:33:58.142Z","Aladdin","""In the fictional city of Agrabah, an orphaned street urchin named Aladdin and his monkey, Abu, meet Princess Jasmine. She wishes to succeed her father as Sultan but is instead expected to marry one of her royal suitors. Jafar, the royal vizier, schemes to overthrow the Sultan and seeks a magic lamp that only the diamond in the rough can retrieve. Aladdin uses his official first wish to become a prince and promises to use his third wish to free the Genie from servitude and turn him human.""","{""Royal"":{""N"":""33.198380566801625""},""Travel"":{""N"":""4.8582995951417""},""Love"":{""N"":""9.31174089068826""},""Magic"":{""N"":""14.979757085020243""},""Diversity"":{""N"":""5.668016194331984""},""Family"":{""N"":""6.477732793522267""},""Change"":{""N"":""5.668016194331984""},""History"":{""N"":""5.263157894736842""},""Home"":{""N"":""8.502024291497975""},""Dating"":{""N"":""6.0728744939271255""}}","Alan Menken","1:17","https://upload.wikimedia.org/wikipedia/en/9/9a/Aladdin_%28Official_2019_Film_Poster%29.png","Film","2019","Film","https://open.spotify.com/album/4WGcPCflN9FNccSu7tE9iS","[{""S"":""Arabian Nights (2019)""},{""S"":""One Jump Ahead""},{""S"":""One Jump Ahead (Reprise)""},{""S"":""Speechless (Part 1)""},{""S"":""Friend Like Me""},{""S"":""Prince Ali""},{""S"":""A Whole New World""},{""S"":""One Jump Ahead (Reprise 2)""},{""S"":""Speechless (Part 2)""},{""S"":""A Whole New World (End Title)""},{""S"":""Friend Like Me (End Title)""},{""S"":""Speechless (Full)""},{""S"":""The Big Ship""},{""S"":""Agrabah Marketplace""},{""S"":""Aladdin's Hideout""},{""S"":""Jasmine Meets Prince Anders""},{""S"":""Breaking In""},{""S"":""Returning the Bracelet""},{""S"":""The Dunes""},{""S"":""Simple Oil Lamp""},{""S"":""The Cave of Wonders""},{""S"":""The Basics""},{""S"":""Escape from the Cave""},{""S"":""Prince Ali's Outfit""},{""S"":""Until Tomorrow""},{""S"":""Aladdin's Second Wish""},{""S"":""Never Called a Master Friend""},{""S"":""Harvest Dance""},{""S"":""Jafar Becomes Sultan""},{""S"":""Hakim's Loyalty Tested""},{""S"":""Most Powerful Sorcerer""},{""S"":""Carpet Chase""},{""S"":""Jafar Summons the Storm""},{""S"":""Jafar's Final Wish""},{""S"":""Genie Set Free""},{""S"":""The Wedding""},{""S"":""Friend Like Me (Finale)""}]","2024-05-21T17:33:58.142Z","https://en.wikipedia.org/wiki/Aladdin_(2019_film)"
"bba42bac-4daa-4f08-bf83-019b587ab386","BroadwayMusicals","2024-05-26T04:10:37.987Z","Once","""A thirty-something busker  performs with his guitar on Grafton Street, Dublin. Lured by his music, a young Czech flower seller  talks to him about his songs. The next day Girl returns with her broken vacuum and tells him she is also a musician. They spend the week writing, rehearsing and recording songs.""","{""Pop"":{""N"":""6.8493150684931505""},""Love"":{""N"":""10.95890410958904""},""Book"":{""N"":""9.58904109589041""},""Diversity"":{""N"":""5.47945205479452""},""Family"":{""N"":""10.95890410958904""},""Time"":{""N"":""20.54794520547945""},""Change"":{""N"":""6.8493150684931505""},""History"":{""N"":""6.8493150684931505""},""Home"":{""N"":""9.58904109589041""},""Power"":{""N"":""12.32876712328767""}}","Glen HansardandMarketa Irglova","00:43","https://upload.wikimedia.org/wikipedia/en/9/9d/Once_%282006_film%29poster.jpg","Film","2006","Film","https://open.spotify.com/album/4BUG3kfPOB6DWVKKDY2icE","[{""S"":""Falling Slowly""},{""S"":""If You Want Me""},{""S"":""Broken Hearted Hoover Fixer Sucker Guy""},{""S"":""When Your Mind's Made Up""},{""S"":""Lies""},{""S"":""Gold""},{""S"":""The Hill""},{""S"":""Fallen From The Sky""},{""S"":""Leave""},{""S"":""Trying To Pull Myself Away""},{""S"":""All The Way Down""},{""S"":""Once""},{""S"":""Say It To Me Now""}]","2024-05-26T04:10:37.987Z","https://en.wikipedia.org/wiki/Once_(film)"
"93a0bb0e-bc43-4690-bc3a-81bbabd41ca6","BroadwayMusicals","2024-05-19T21:57:30.891Z","Lempicka","""The musical follows the life of de Lempicka as she flees the Russian Revolution to Paris. Facing the rise of fascism, Tamara takes to painting to survive. When she meets the free-spirited Rafaela, a prostitute on the fringes of Parisian society, she's torn between the life she cherishes with her husband and the passion, ambition and possibility awoken in her by her new muse.""","{""Art"":{""N"":""13.636363636363635""},""Passion"":{""N"":""4.545454545454546""},""Legacy"":{""N"":""22.727272727272727""},""Love"":{""N"":""9.090909090909092""},""Society"":{""N"":""9.090909090909092""},""History"":{""N"":""13.636363636363635""},""Identity"":{""N"":""4.545454545454546""},""Freedom"":{""N"":""9.090909090909092""},""Power"":{""N"":""9.090909090909092""},""Revolution"":{""N"":""4.545454545454546""}}","Matt Gould","00:12","https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/LempickaBroadwayPoster.jpg/220px-LempickaBroadwayPoster.jpg","Broadway","2018","Broadway","https://open.spotify.com/album/22UlcdIxtmapTzhh6koX1o","[{""S"":""Woman Is - 2022 Sessions""},{""S"":""Perfection - 2022 Sessions""},{""S"":""Stay - 2022 Sessions""}]","2024-05-19T21:57:30.891Z","https://en.wikipedia.org/wiki/Lempicka_(musical)"
"aabfa188-58c5-432f-8ee1-9fd32d2b3af7","BroadwayMusicals","2024-05-20T02:06:52.358Z","Trolls World Tour","""In Pop Village, two years after the events of the first film, Poppy receives a letter from Barb, inviting her to bring her """"string"""" to unite the trolls. King Peppy explains there were once six magical lyre strings that represented major tribes of music - Techno, Funk, Classical, Country, Hard Rock, and Pop. The six tribes took their strings and went their separate ways after their differences broke into arguments.""","{""Pop"":{""N"":""14.285714285714285""},""Rock"":{""N"":""8.333333333333332""},""Work"":{""N"":""17.857142857142858""},""Family"":{""N"":""8.928571428571429""},""Time"":{""N"":""5.357142857142857""},""Fall"":{""N"":""4.166666666666666""},""Home"":{""N"":""8.928571428571429""},""Dating"":{""N"":""5.952380952380952""},""Power"":{""N"":""17.261904761904763""},""Sports"":{""N"":""8.928571428571429""}}","Theodore Shapiro","00:33","https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Trolls_World_Tour_poster.jpg/220px-Trolls_World_Tour_poster.jpg","Animated Film","2020","Film","https://open.spotify.com/album/5izS9lEKFma3NVRl6uBbTs","[{""S"":""Better Place (From TROLLS Band Together)""},{""S"":""Perfect""},{""S"":""Let's Get Married""},{""S"":""Watch Me Work""},{""S"":""Vacay Island""},{""S"":""BroZone's Back""},{""S"":""Lonely People""},{""S"":""Hustle Dimension""},{""S"":""It Takes Two""},{""S"":""Mount Rageous""},{""S"":""Better Place (Family Harmony)""},{""S"":""Better Place (Reunion)""},{""S"":""Family""},{""S"":""9 to 5""}]","2024-05-20T02:06:52.358Z","https://en.wikipedia.org/wiki/Trolls_World_Tour"
"79335441-3182-4246-abbe-d1a8bbadbaf8","BroadwayMusicals","2024-05-21T17:29:55.011Z","""Caroline, or Change""","""In 1963, Caroline, a Black maid who works for the Gellman family for $30 a month, launders clothes in the basement. The Gellmans' 8-year-old son Noah, whose mother has recently died of cancer, is attracted to Caroline. Noah's new stepmother Rose cannot give Caroline a raise, but tells her to take some extra food home to her kids""","{""Pop"":{""N"":""4.49438202247191""},""Travel"":{""N"":""3.3707865168539324""},""Sturggle"":{""N"":""31.46067415730337""},""Growth"":{""N"":""4.49438202247191""},""Discovery"":{""N"":""3.3707865168539324""},""Family"":{""N"":""23.595505617977526""},""Sacrifice"":{""N"":""3.3707865168539324""},""God"":{""N"":""3.3707865168539324""},""Home"":{""N"":""17.97752808988764""},""Hope"":{""N"":""4.49438202247191""}}","Jeanine Tesori","1:53","https://upload.wikimedia.org/wikipedia/en/1/1c/Caroline_or_Change_Musical_Logo.png","Broadway","2004","Broadway","https://open.spotify.com/album/4xCBLHCoWZqUuqXB7dSdq9R","[{""S"":""16 Feet Beneath The Sea""},{""S"":""The Radio""},{""S"":""Laundry Quintet""},{""S"":""Noah Down The Stairs""},{""S"":""The Cigarette""},{""S"":""Laundry Finish""},{""S"":""The Dryer""},{""S"":""I Got Four Kids""},{""S"":""Caroline, There's Extra Food""},{""S"":""There Is No God, Noah""},{""S"":""Rose Stopnick Can Cook""},{""S"":""Long Distance""},{""S"":""Dotty And Caroline""},{""S"":""Moon Change""},{""S"":""Moon Trio""},{""S"":""The Bus""},{""S"":""That Can't Be""},{""S"":""Noah And Rose""},{""S"":""Inside/Outside""},{""S"":""JFK""},{""S"":""Duets: No One Waitin'""},{""S"":""Duets: 'Night Mamma""},{""S"":""Duets: Gonna Pass Me A Law""},{""S"":""Duets: Noah Go To Sleep""},{""S"":""Noah Has A Problem""},{""S"":""Stuart And Noah""},{""S"":""Quarter In The Bleach Cup""},{""S"":""Caroline Take My Money Home""},{""S"":""Roosevelt Petrucius Coleslaw""},{""S"":""Santa Comin' Caroline""},{""S"":""Little Reward""},{""S"":""1943""},{""S"":""Mr. Gellman's Shirt""},{""S"":""Ooh Child""},{""S"":""Rose Recovers""},{""S"":""I Saw Three Ships""},{""S"":""The Chanukah Party""},{""S"":""Dotty And Emmie""},{""S"":""I Don't Want My Child To Hear That""},{""S"":""Mr. Stopnick And Emmie""},{""S"":""Kitchen Fight""},{""S"":""A Twenty Dollar Bill And Why""},{""S"":""I Hate The Bus""},{""S"":""Moon, Emmie And Stuart Trio""},{""S"":""The Twenty Dollar Bill""},{""S"":""Caroline And Noah Fight""},{""S"":""Aftermath""},{""S"":""Sunday Morning""},{""S"":""Lot's Wife""},{""S"":""Salty Teardrops""}]","2024-05-21T17:29:55.011Z","""https://en.wikipedia.org/wiki/Caroline,_or_Change"""
"293b249d-d6f2-42f1-83b4-34985d35bf41","BroadwayMusicals","2024-05-20T02:02:29.483Z","""Ladybug & Cat Noir: ""","""Marinette Dupain-Cheng is a clumsy, socially awkward teenager living in Paris. Adrien Agreste has become incredibly emotionally distant from others because of his mother Emilie's passing. His father uses the Butterfly Miraculous, a magical jewel, to turn into Hawk Moth and create chaos.""","{""Teenager"":{""N"":""6.578947368421052""},""School"":{""N"":""17.105263157894736""},""Love"":{""N"":""7.894736842105263""},""Courage"":{""N"":""6.578947368421052""},""Fantasy"":{""N"":""10.526315789473683""},""Family"":{""N"":""6.578947368421052""},""History"":{""N"":""7.894736842105263""},""Dating"":{""N"":""9.210526315789473""},""Home"":{""N"":""6.578947368421052""},""Power"":{""N"":""21.052631578947366""}}","Jeremy Zag","01:22","https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Ladybug_%26_Cat_Noir_-_The_Movie_%28poster%29.jpg/220px-Ladybug_%26_Cat_Noir_-_The_Movie_%28poster%29.jpg","Animated Film","2023","Film","https://open.spotify.com/album/4ZrPSJRZWaXySQtlIdFuis","[{""S"":""If I Believed In Me""},{""S"":""Alone Again""},{""S"":""You Are Ladybug""},{""S"":""My Lady""},{""S"":""Chaos Will Reign Today""},{""S"":""Courage In Me""},{""S"":""Stronger Together""},{""S"":""Reaching Out""},{""S"":""Now I See""},{""S"":""Opening Credits Of The Series (Miraculous Ladybug V/A Remix)""},{""S"":""The Legend Of The Miraculous""},{""S"":""La vie à Paris!""},{""S"":""Friends And Frenemies""},{""S"":""The Love Of A Lifetime""},{""S"":""Regrets and Secrets""},{""S"":""Let Darkness Rise""},{""S"":""Running Away""},{""S"":""The Ring And The Cat""},{""S"":""Who Saves A Life Saves The World""},{""S"":""Tikki A Magical Encounter""},{""S"":""The Ladybug Destiny""},{""S"":""Stoneheart""},{""S"":""Two Halves Are Stronger As A Whole""},{""S"":""Secrets Between Friends""},{""S"":""The Heist""},{""S"":""Le jardin des Tuileries""},{""S"":""Rollercoasters!""},{""S"":""Alone In The World""},{""S"":""Since I've Met You""},{""S"":""The Empty Heart Behind the Mask""},{""S"":""The Akumas Attack""},{""S"":""All Is Lost""},{""S"":""The True Hero Is Behind The Mask""},{""S"":""Courage In Me (Alternative Version)""},{""S"":""Moment Of Truth""},{""S"":""The Power Of Love""},{""S"":""Le bal de l'Opéra""},{""S"":""Drop The Masks""}]","2024-05-20T02:02:29.483Z","https://en.wikipedia.org/wiki/Ladybug_%26_Cat_Noir:_The_Movie"
"eb310ff7-1c6c-4d5f-85d0-d43d0e76269b","BroadwayMusicals","2024-05-20T03:30:40.309Z","Hannah Montana: The Movie","""Miley Stewart and her best friend Lilly Truscott arrive at a concert and race through the crabdoor just in time for Miley to perform as her secret alter ego: pop superstar singer Hannah Montana. After filming a music video for her song """"The Best of Both Worlds"""", Miley – as Hannah – is confronted by an unscrupulous tabloid reporter. Miley gradually reconnects with small-town life, her grandmother, and her childhood friend Travis Brody.""","{""Book"":{""N"":""9.00900900900901""},""Love"":{""N"":""7.207207207207207""},""Work"":{""N"":""13.513513513513514""},""Discovery"":{""N"":""6.306306306306306""},""Family"":{""N"":""17.117117117117118""},""Fall"":{""N"":""7.207207207207207""},""Time"":{""N"":""5.405405405405405""},""Home"":{""N"":""18.01801801801802""},""Dating"":{""N"":""9.00900900900901""},""Power"":{""N"":""7.207207207207207""}}","John Debney","01:01","https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Hannah-montana-movie-poster.jpg/220px-Hannah-montana-movie-poster.jpg","Film","2009","Film","https://open.spotify.com/album/1fc8tPf36cZhNYpNFrWh7o","[{""S"":""You'll Always Find Your Way Back Home""},{""S"":""Let's Get Crazy""},{""S"":""The Good Life""},{""S"":""Everything I Want""},{""S"":""Don't Walk Away""},{""S"":""Hoedown Throwdown""},{""S"":""Dream""},{""S"":""The Climb""},{""S"":""Butterfly Fly Away""},{""S"":""Backwards - Acoustic""},{""S"":""Back To Tennessee""},{""S"":""Crazier""},{""S"":""Bless the Broken Road - Acoustic""},{""S"":""Let's Do This""},{""S"":""Spotlight""},{""S"":""Game Over""},{""S"":""What's Not to Like""},{""S"":""The Best of Both Worlds: The 2009 Movie Mix""}]","2024-05-20T03:30:40.309Z","https://en.wikipedia.org/wiki/Hannah_Montana:_The_Movie"
